userId	geneSymbol	geneName	entrezgene	gLink
ATMIN	ATMIN	ATM interactor	23300	https://www.ncbi.nlm.nih.gov/gene/?term=23300
WDR62	WDR62	WD repeat domain 62	284403	https://www.ncbi.nlm.nih.gov/gene/?term=284403
HNRNPR	HNRNPR	heterogeneous nuclear ribonucleoprotein R	10236	https://www.ncbi.nlm.nih.gov/gene/?term=10236
HTRA2	HTRA2	HtrA serine peptidase 2	27429	https://www.ncbi.nlm.nih.gov/gene/?term=27429
KLF4	KLF4	Kruppel like factor 4	9314	https://www.ncbi.nlm.nih.gov/gene/?term=9314
WIPF1	WIPF1	WAS/WASL interacting protein family member 1	7456	https://www.ncbi.nlm.nih.gov/gene/?term=7456
SMAD6	SMAD6	SMAD family member 6	4091	https://www.ncbi.nlm.nih.gov/gene/?term=4091
FRS3	FRS3	fibroblast growth factor receptor substrate 3	10817	https://www.ncbi.nlm.nih.gov/gene/?term=10817
LAT	LAT	linker for activation of T cells	27040	https://www.ncbi.nlm.nih.gov/gene/?term=27040
TRAF3IP2	TRAF3IP2	TRAF3 interacting protein 2	10758	https://www.ncbi.nlm.nih.gov/gene/?term=10758
HYAL3	HYAL3	hyaluronidase 3	8372	https://www.ncbi.nlm.nih.gov/gene/?term=8372
AKAP8	AKAP8	A-kinase anchoring protein 8	10270	https://www.ncbi.nlm.nih.gov/gene/?term=10270
PRICKLE3	PRICKLE3	prickle planar cell polarity protein 3	4007	https://www.ncbi.nlm.nih.gov/gene/?term=4007
MED14	MED14	mediator complex subunit 14	9282	https://www.ncbi.nlm.nih.gov/gene/?term=9282
LCMT2	LCMT2	leucine carboxyl methyltransferase 2	9836	https://www.ncbi.nlm.nih.gov/gene/?term=9836
ZNF500	ZNF500	zinc finger protein 500	26048	https://www.ncbi.nlm.nih.gov/gene/?term=26048
MCM3AP	MCM3AP	minichromosome maintenance complex component 3 associated protein	8888	https://www.ncbi.nlm.nih.gov/gene/?term=8888
PHLPP1	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	23239	https://www.ncbi.nlm.nih.gov/gene/?term=23239
ZIC3	ZIC3	Zic family member 3	7547	https://www.ncbi.nlm.nih.gov/gene/?term=7547
CUBN	CUBN	cubilin	8029	https://www.ncbi.nlm.nih.gov/gene/?term=8029
NPHS1	NPHS1	NPHS1, nephrin	4868	https://www.ncbi.nlm.nih.gov/gene/?term=4868
SORBS3	SORBS3	sorbin and SH3 domain containing 3	10174	https://www.ncbi.nlm.nih.gov/gene/?term=10174
B4GALT3	B4GALT3	beta-1,4-galactosyltransferase 3	8703	https://www.ncbi.nlm.nih.gov/gene/?term=8703
TLR5	TLR5	toll like receptor 5	7100	https://www.ncbi.nlm.nih.gov/gene/?term=7100
DIAPH1	DIAPH1	diaphanous related formin 1	1729	https://www.ncbi.nlm.nih.gov/gene/?term=1729
SNAP91	SNAP91	synaptosome associated protein 91	9892	https://www.ncbi.nlm.nih.gov/gene/?term=9892
CTNND1	CTNND1	catenin delta 1	1500	https://www.ncbi.nlm.nih.gov/gene/?term=1500
TBX19	TBX19	T-box 19	9095	https://www.ncbi.nlm.nih.gov/gene/?term=9095
CCDC22	CCDC22	coiled-coil domain containing 22	28952	https://www.ncbi.nlm.nih.gov/gene/?term=28952
B4GALT2	B4GALT2	beta-1,4-galactosyltransferase 2	8704	https://www.ncbi.nlm.nih.gov/gene/?term=8704
SDC3	SDC3	syndecan 3	9672	https://www.ncbi.nlm.nih.gov/gene/?term=9672
LRP3	LRP3	LDL receptor related protein 3	4037	https://www.ncbi.nlm.nih.gov/gene/?term=4037
LRP4	LRP4	LDL receptor related protein 4	4038	https://www.ncbi.nlm.nih.gov/gene/?term=4038
ASTN2	ASTN2	astrotactin 2	23245	https://www.ncbi.nlm.nih.gov/gene/?term=23245
ATG13	ATG13	autophagy related 13	9776	https://www.ncbi.nlm.nih.gov/gene/?term=9776
OBSL1	OBSL1	obscurin like 1	23363	https://www.ncbi.nlm.nih.gov/gene/?term=23363
RAB11FIP3	RAB11FIP3	RAB11 family interacting protein 3	9727	https://www.ncbi.nlm.nih.gov/gene/?term=9727
PPP6R2	PPP6R2	protein phosphatase 6 regulatory subunit 2	9701	https://www.ncbi.nlm.nih.gov/gene/?term=9701
SS18L1	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	26039	https://www.ncbi.nlm.nih.gov/gene/?term=26039
ANKRD17	ANKRD17	ankyrin repeat domain 17	26057	https://www.ncbi.nlm.nih.gov/gene/?term=26057
RTN2	RTN2	reticulon 2	6253	https://www.ncbi.nlm.nih.gov/gene/?term=6253
CDH16	CDH16	cadherin 16	1014	https://www.ncbi.nlm.nih.gov/gene/?term=1014
NCOR1	NCOR1	nuclear receptor corepressor 1	9611	https://www.ncbi.nlm.nih.gov/gene/?term=9611
MAF	MAF	MAF bZIP transcription factor	4094	https://www.ncbi.nlm.nih.gov/gene/?term=4094
USH2A	USH2A	usherin	7399	https://www.ncbi.nlm.nih.gov/gene/?term=7399
DAB1	DAB1	DAB1, reelin adaptor protein	1600	https://www.ncbi.nlm.nih.gov/gene/?term=1600
ITGA10	ITGA10	integrin subunit alpha 10	8515	https://www.ncbi.nlm.nih.gov/gene/?term=8515
FOXH1	FOXH1	forkhead box H1	8928	https://www.ncbi.nlm.nih.gov/gene/?term=8928
NUP155	NUP155	nucleoporin 155	9631	https://www.ncbi.nlm.nih.gov/gene/?term=9631
CAPN15	CAPN15	calpain 15	6650	https://www.ncbi.nlm.nih.gov/gene/?term=6650
AP1G2	AP1G2	adaptor related protein complex 1 subunit gamma 2	8906	https://www.ncbi.nlm.nih.gov/gene/?term=8906
CEACAM4	CEACAM4	carcinoembryonic antigen related cell adhesion molecule 4	1089	https://www.ncbi.nlm.nih.gov/gene/?term=1089
MMP23B	MMP23B	matrix metallopeptidase 23B	8510	https://www.ncbi.nlm.nih.gov/gene/?term=8510
PIAS1	PIAS1	protein inhibitor of activated STAT 1	8554	https://www.ncbi.nlm.nih.gov/gene/?term=8554
NEURL1	NEURL1	neuralized E3 ubiquitin protein ligase 1	9148	https://www.ncbi.nlm.nih.gov/gene/?term=9148
BAIAP3	BAIAP3	BAI1 associated protein 3	8938	https://www.ncbi.nlm.nih.gov/gene/?term=8938
TOX4	TOX4	TOX high mobility group box family member 4	9878	https://www.ncbi.nlm.nih.gov/gene/?term=9878
DDN	DDN	dendrin	23109	https://www.ncbi.nlm.nih.gov/gene/?term=23109
SEC24D	SEC24D	SEC24 homolog D, COPII coat complex component	9871	https://www.ncbi.nlm.nih.gov/gene/?term=9871
TOX	TOX	thymocyte selection associated high mobility group box	9760	https://www.ncbi.nlm.nih.gov/gene/?term=9760
NFAT5	NFAT5	nuclear factor of activated T cells 5	10725	https://www.ncbi.nlm.nih.gov/gene/?term=10725
USP19	USP19	ubiquitin specific peptidase 19	10869	https://www.ncbi.nlm.nih.gov/gene/?term=10869
SEC31A	SEC31A	SEC31 homolog A, COPII coat complex component	22872	https://www.ncbi.nlm.nih.gov/gene/?term=22872
CAMTA2	CAMTA2	calmodulin binding transcription activator 2	23125	https://www.ncbi.nlm.nih.gov/gene/?term=23125
ARHGEF15	ARHGEF15	Rho guanine nucleotide exchange factor 15	22899	https://www.ncbi.nlm.nih.gov/gene/?term=22899
UBR5	UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366	https://www.ncbi.nlm.nih.gov/gene/?term=51366
REC8	REC8	REC8 meiotic recombination protein	9985	https://www.ncbi.nlm.nih.gov/gene/?term=9985
SCAF4	SCAF4	SR-related CTD associated factor 4	57466	https://www.ncbi.nlm.nih.gov/gene/?term=57466
TSPOAP1	TSPOAP1	TSPO associated protein 1	9256	https://www.ncbi.nlm.nih.gov/gene/?term=9256
UBE4B	UBE4B	ubiquitination factor E4B	10277	https://www.ncbi.nlm.nih.gov/gene/?term=10277
PCDH8	PCDH8	protocadherin 8	5100	https://www.ncbi.nlm.nih.gov/gene/?term=5100
TNKS	TNKS	tankyrase	8658	https://www.ncbi.nlm.nih.gov/gene/?term=8658
CELF2	CELF2	CUGBP Elav-like family member 2	10659	https://www.ncbi.nlm.nih.gov/gene/?term=10659
MAP3K6	MAP3K6	mitogen-activated protein kinase kinase kinase 6	9064	https://www.ncbi.nlm.nih.gov/gene/?term=9064
TNFRSF6B	TNFRSF6B	TNF receptor superfamily member 6b	8771	https://www.ncbi.nlm.nih.gov/gene/?term=8771
ZIC2	ZIC2	Zic family member 2	7546	https://www.ncbi.nlm.nih.gov/gene/?term=7546
PAPLN	PAPLN	papilin, proteoglycan like sulfated glycoprotein	89932	https://www.ncbi.nlm.nih.gov/gene/?term=89932
BAG4	BAG4	BCL2 associated athanogene 4	9530	https://www.ncbi.nlm.nih.gov/gene/?term=9530
ADAMTS2	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	https://www.ncbi.nlm.nih.gov/gene/?term=9509
MATN4	MATN4	matrilin 4	8785	https://www.ncbi.nlm.nih.gov/gene/?term=8785
GNAS	GNAS	GNAS complex locus	2778	https://www.ncbi.nlm.nih.gov/gene/?term=2778
H6PD	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	9563	https://www.ncbi.nlm.nih.gov/gene/?term=9563
LATS1	LATS1	large tumor suppressor kinase 1	9113	https://www.ncbi.nlm.nih.gov/gene/?term=9113
GPANK1	GPANK1	G-patch domain and ankyrin repeats 1	7918	https://www.ncbi.nlm.nih.gov/gene/?term=7918
TBX18	TBX18	T-box 18	9096	https://www.ncbi.nlm.nih.gov/gene/?term=9096
EOMES	EOMES	eomesodermin	8320	https://www.ncbi.nlm.nih.gov/gene/?term=8320
ONECUT2	ONECUT2	one cut homeobox 2	9480	https://www.ncbi.nlm.nih.gov/gene/?term=9480
EFEMP2	EFEMP2	EGF containing fibulin extracellular matrix protein 2	30008	https://www.ncbi.nlm.nih.gov/gene/?term=30008
APC2	APC2	APC2, WNT signaling pathway regulator	10297	https://www.ncbi.nlm.nih.gov/gene/?term=10297
APBA3	APBA3	amyloid beta precursor protein binding family A member 3	9546	https://www.ncbi.nlm.nih.gov/gene/?term=9546
B3GALT4	B3GALT4	beta-1,3-galactosyltransferase 4	8705	https://www.ncbi.nlm.nih.gov/gene/?term=8705
F12	F12	coagulation factor XII	2161	https://www.ncbi.nlm.nih.gov/gene/?term=2161
TG	TG	thyroglobulin	7038	https://www.ncbi.nlm.nih.gov/gene/?term=7038
FGA	FGA	fibrinogen alpha chain	2243	https://www.ncbi.nlm.nih.gov/gene/?term=2243
FN1	FN1	fibronectin 1	2335	https://www.ncbi.nlm.nih.gov/gene/?term=2335
AMH	AMH	anti-Mullerian hormone	268	https://www.ncbi.nlm.nih.gov/gene/?term=268
LCAT	LCAT	lecithin-cholesterol acyltransferase	3931	https://www.ncbi.nlm.nih.gov/gene/?term=3931
KRT1	KRT1	keratin 1	3848	https://www.ncbi.nlm.nih.gov/gene/?term=3848
ERBB2	ERBB2	erb-b2 receptor tyrosine kinase 2	2064	https://www.ncbi.nlm.nih.gov/gene/?term=2064
INHA	INHA	inhibin subunit alpha	3623	https://www.ncbi.nlm.nih.gov/gene/?term=3623
TFAP2A	TFAP2A	transcription factor AP-2 alpha	7020	https://www.ncbi.nlm.nih.gov/gene/?term=7020
CENPB	CENPB	centromere protein B	1059	https://www.ncbi.nlm.nih.gov/gene/?term=1059
TPO	TPO	thyroid peroxidase	7173	https://www.ncbi.nlm.nih.gov/gene/?term=7173
THBD	THBD	thrombomodulin	7056	https://www.ncbi.nlm.nih.gov/gene/?term=7056
CRYGD	CRYGD	crystallin gamma D	1421	https://www.ncbi.nlm.nih.gov/gene/?term=1421
UMOD	UMOD	uromodulin	7369	https://www.ncbi.nlm.nih.gov/gene/?term=7369
LAMB1	LAMB1	laminin subunit beta 1	3912	https://www.ncbi.nlm.nih.gov/gene/?term=3912
SP1	SP1	Sp1 transcription factor	6667	https://www.ncbi.nlm.nih.gov/gene/?term=6667
ZFY	ZFY	zinc finger protein Y-linked	7544	https://www.ncbi.nlm.nih.gov/gene/?term=7544
GUSB	GUSB	glucuronidase beta	2990	https://www.ncbi.nlm.nih.gov/gene/?term=2990
ELANE	ELANE	elastase, neutrophil expressed	1991	https://www.ncbi.nlm.nih.gov/gene/?term=1991
CTSG	CTSG	cathepsin G	1511	https://www.ncbi.nlm.nih.gov/gene/?term=1511
ITGA2B	ITGA2B	integrin subunit alpha 2b	3674	https://www.ncbi.nlm.nih.gov/gene/?term=3674
LPA	LPA	lipoprotein(a)	4018	https://www.ncbi.nlm.nih.gov/gene/?term=4018
PKHD1	PKHD1	PKHD1, fibrocystin/polyductin	5314	https://www.ncbi.nlm.nih.gov/gene/?term=5314
FGF2	FGF2	fibroblast growth factor 2	2247	https://www.ncbi.nlm.nih.gov/gene/?term=2247
CD7	CD7	CD7 molecule	924	https://www.ncbi.nlm.nih.gov/gene/?term=924
CSF1	CSF1	colony stimulating factor 1	1435	https://www.ncbi.nlm.nih.gov/gene/?term=1435
PRSS56	PRSS56	serine protease 56	646960	https://www.ncbi.nlm.nih.gov/gene/?term=646960
RAB34	RAB34	RAB34, member RAS oncogene family	83871	https://www.ncbi.nlm.nih.gov/gene/?term=83871
RBMY1A1	RBMY1A1	RNA binding motif protein, Y-linked, family 1, member A1	5940	https://www.ncbi.nlm.nih.gov/gene/?term=5940
PGA4	PGA4	pepsinogen 4, group I (pepsinogen A)	643847	https://www.ncbi.nlm.nih.gov/gene/?term=643847
PGA3	PGA3	pepsinogen 3, group I (pepsinogen A)	643834	https://www.ncbi.nlm.nih.gov/gene/?term=643834
PGA5	PGA5	pepsinogen 5, group I (pepsinogen A)	5222	https://www.ncbi.nlm.nih.gov/gene/?term=5222
GLI2	GLI2	GLI family zinc finger 2	2736	https://www.ncbi.nlm.nih.gov/gene/?term=2736
GLI3	GLI3	GLI family zinc finger 3	2737	https://www.ncbi.nlm.nih.gov/gene/?term=2737
GAA	GAA	glucosidase alpha, acid	2548	https://www.ncbi.nlm.nih.gov/gene/?term=2548
BCL2	BCL2	BCL2, apoptosis regulator	596	https://www.ncbi.nlm.nih.gov/gene/?term=596
NR2F6	NR2F6	nuclear receptor subfamily 2 group F member 6	2063	https://www.ncbi.nlm.nih.gov/gene/?term=2063
NR2F1	NR2F1	nuclear receptor subfamily 2 group F member 1	7025	https://www.ncbi.nlm.nih.gov/gene/?term=7025
RBP3	RBP3	retinol binding protein 3	5949	https://www.ncbi.nlm.nih.gov/gene/?term=5949
SRF	SRF	serum response factor	6722	https://www.ncbi.nlm.nih.gov/gene/?term=6722
F5	F5	coagulation factor V	2153	https://www.ncbi.nlm.nih.gov/gene/?term=2153
TPR	TPR	translocated promoter region, nuclear basket protein	7175	https://www.ncbi.nlm.nih.gov/gene/?term=7175
PEPD	PEPD	peptidase D	5184	https://www.ncbi.nlm.nih.gov/gene/?term=5184
GP1BB	GP1BB	glycoprotein Ib platelet subunit beta	2812	https://www.ncbi.nlm.nih.gov/gene/?term=2812
CEACAM1	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1	634	https://www.ncbi.nlm.nih.gov/gene/?term=634
COL11A2	COL11A2	collagen type XI alpha 2 chain	1302	https://www.ncbi.nlm.nih.gov/gene/?term=1302
HCLS1	HCLS1	hematopoietic cell-specific Lyn substrate 1	3059	https://www.ncbi.nlm.nih.gov/gene/?term=3059
NID1	NID1	nidogen 1	4811	https://www.ncbi.nlm.nih.gov/gene/?term=4811
HOXB2	HOXB2	homeobox B2	3212	https://www.ncbi.nlm.nih.gov/gene/?term=3212
HOXB1	HOXB1	homeobox B1	3211	https://www.ncbi.nlm.nih.gov/gene/?term=3211
SNRPB	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	6628	https://www.ncbi.nlm.nih.gov/gene/?term=6628
GP9	GP9	glycoprotein IX platelet	2815	https://www.ncbi.nlm.nih.gov/gene/?term=2815
IL2RB	IL2RB	interleukin 2 receptor subunit beta	3560	https://www.ncbi.nlm.nih.gov/gene/?term=3560
POU2F1	POU2F1	POU class 2 homeobox 1	5451	https://www.ncbi.nlm.nih.gov/gene/?term=5451
ARSA	ARSA	arylsulfatase A	410	https://www.ncbi.nlm.nih.gov/gene/?term=410
B4GALT1	B4GALT1	beta-1,4-galactosyltransferase 1	2683	https://www.ncbi.nlm.nih.gov/gene/?term=2683
CD19	CD19	CD19 molecule	930	https://www.ncbi.nlm.nih.gov/gene/?term=930
HIVEP1	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	3096	https://www.ncbi.nlm.nih.gov/gene/?term=3096
TCF4	TCF4	transcription factor 4	6925	https://www.ncbi.nlm.nih.gov/gene/?term=6925
MUC1	MUC1	mucin 1, cell surface associated	4582	https://www.ncbi.nlm.nih.gov/gene/?term=4582
SELP	SELP	selectin P	6403	https://www.ncbi.nlm.nih.gov/gene/?term=6403
ACAN	ACAN	aggrecan	176	https://www.ncbi.nlm.nih.gov/gene/?term=176
ITGB4	ITGB4	integrin subunit beta 4	3691	https://www.ncbi.nlm.nih.gov/gene/?term=3691
ZFX	ZFX	zinc finger protein X-linked	7543	https://www.ncbi.nlm.nih.gov/gene/?term=7543
SYN1	SYN1	synapsin I	6853	https://www.ncbi.nlm.nih.gov/gene/?term=6853
TYRP1	TYRP1	tyrosinase related protein 1	7306	https://www.ncbi.nlm.nih.gov/gene/?term=7306
IGFBP3	IGFBP3	insulin like growth factor binding protein 3	3486	https://www.ncbi.nlm.nih.gov/gene/?term=3486
SPI1	SPI1	Spi-1 proto-oncogene	6688	https://www.ncbi.nlm.nih.gov/gene/?term=6688
SON	SON	SON DNA binding protein	6651	https://www.ncbi.nlm.nih.gov/gene/?term=6651
LAG3	LAG3	lymphocyte activating 3	3902	https://www.ncbi.nlm.nih.gov/gene/?term=3902
EPOR	EPOR	erythropoietin receptor	2057	https://www.ncbi.nlm.nih.gov/gene/?term=2057
FUT1	FUT1	fucosyltransferase 1 (H blood group)	2523	https://www.ncbi.nlm.nih.gov/gene/?term=2523
CEL	CEL	carboxyl ester lipase	1056	https://www.ncbi.nlm.nih.gov/gene/?term=1056
TYMP	TYMP	thymidine phosphorylase	1890	https://www.ncbi.nlm.nih.gov/gene/?term=1890
ANXA7	ANXA7	annexin A7	310	https://www.ncbi.nlm.nih.gov/gene/?term=310
PGC	PGC	progastricsin	5225	https://www.ncbi.nlm.nih.gov/gene/?term=5225
AZU1	AZU1	azurocidin 1	566	https://www.ncbi.nlm.nih.gov/gene/?term=566
TBP	TBP	TATA-box binding protein	6908	https://www.ncbi.nlm.nih.gov/gene/?term=6908
POU3F3	POU3F3	POU class 3 homeobox 3	5455	https://www.ncbi.nlm.nih.gov/gene/?term=5455
POU3F2	POU3F2	POU class 3 homeobox 2	5454	https://www.ncbi.nlm.nih.gov/gene/?term=5454
NPR2	NPR2	natriuretic peptide receptor 2	4882	https://www.ncbi.nlm.nih.gov/gene/?term=4882
ITGAL	ITGAL	integrin subunit alpha L	3683	https://www.ncbi.nlm.nih.gov/gene/?term=3683
BCL3	BCL3	BCL3, transcription coactivator	602	https://www.ncbi.nlm.nih.gov/gene/?term=602
FLG	FLG	filaggrin	2312	https://www.ncbi.nlm.nih.gov/gene/?term=2312
EPHA1	EPHA1	EPH receptor A1	2041	https://www.ncbi.nlm.nih.gov/gene/?term=2041
FUT4	FUT4	fucosyltransferase 4	2526	https://www.ncbi.nlm.nih.gov/gene/?term=2526
TNXB	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ACHE	ACHE	acetylcholinesterase (Cartwright blood group)	43	https://www.ncbi.nlm.nih.gov/gene/?term=43
RFX1	RFX1	regulatory factor X1	5989	https://www.ncbi.nlm.nih.gov/gene/?term=5989
TGM1	TGM1	transglutaminase 1	7051	https://www.ncbi.nlm.nih.gov/gene/?term=7051
FBLN1	FBLN1	fibulin 1	2192	https://www.ncbi.nlm.nih.gov/gene/?term=2192
